832459634166,,6330650331,1,t4+J5DwJ1xg32YAS3GGa2I9q53F5XuYB+pkV5boUx+M=,0,N5tkdj1GWBZAKSbPm3zngKynhnZAZTdZAD9aAb9A7hM=,3u6ZSlNvMRf/K1gpD7njMLQ4Asta4+wmTcL3/OD7iFI=
832459827263,,6330643623,4,4Fcme9i094tsFIYftnXWeokd4qJbyn4pK++2fKP4Dk0=,2,7wEFLs1seDb9EYhj1t9tnJvHGSnL/ewsGSUDC+IG92g=,9/b15NfXRudjz9ydXalA8n/6k+0PfSd0JKm3U/KdOfs=
832459827667,,6330643704,5,4Fcme9i094tsFIYftnXWeokd4qJbyn4pK++2fKP4Dk0=,0,es20rLV5+6cQ5xHc2581r5vHHeG3nS38o9nbfwMh0TI=,T4fyZ8AVA7IgRg8Nyml/3rXaPDI1TkkX4ykZcCl099E=
832459827672,,6330643784,5,4Fcme9i094tsFIYftnXWeokd4qJbyn4pK++2fKP4Dk0=,0,JpB6qkBV8fyXmpFp7iDorXje2Dh48xxBEouvxO45FyE=,i+jpMKii/bwtGG6e1EdMsx8tCKvox/xXzm5LIWUK8u0=
832471190040,,6330650641,0,F2+Gv53Pxd4KDRb/UsGECThH/XUOpcWKElUXJkhkt1c=,0,lrJ3cLGMahD713vV+7NFTebeTSOkt8aoZzZCe/1SbN4=,j25eTfDZ4FFHzd7p+VKe13tP4+iQbKkHk9VI0SBK/nE=
832471201779,,6330649970,0,CwGnjPqF6z6mEbr5zJVXafRsbETt6gvdwvOX2l+GpsI=,1,PvnwS9970vdM3SBASACkBXBh5huRf6QidRGLkwk6klo=,UB8/rQDwOSxDFynkLBoETJ/gJQUErILtVtx9fGZG0Q8=
832471203676,,6330650127,0,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,1,LTe2L1UUrzqvb2xMgO+/3bBvU4TqR7wPHad06oByq0Q=,b0vyE6rr54/FhXmpeTwOOpw/bC+f9kOHEg12mqMbEew=
832471205356,,6330650185,0,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,1,LWwdHJVeE3k9Uw5x8OZ+x1c2ewQ8zSkcffy0WWPV2XU=,JY7J7BuKcnGdZgWoWZ7Sc1WeOq1CxdVI9gUe4zGF3L4=
832471207341,,6330650235,0,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,1,F2E11I+tNHdUcp1fzm4iDa2HHkw6xmR36N+1n/q0nzI=,TLbLYSq0XmVl3WJlZugEhwWxp0f0mAurJ7kti11Wdq4=
832471209331,,6330650272,0,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,1,rbw5lNpEj84YNCWj60tbQ3luuBNfq6Bh1p61kbX6KyM=,4dKGe6itamhZNUYeCd5tJVtMsV1/H5DlgxTQ2U/AHHM=
832473893999,,6330650641,1,F2+Gv53Pxd4KDRb/UsGECThH/XUOpcWKElUXJkhkt1c=,0,lrJ3cLGMahD713vV+7NFTebeTSOkt8aoZzZCe/1SbN4=,j25eTfDZ4FFHzd7p+VKe13tP4+iQbKkHk9VI0SBK/nE=
832473894011,,6330650185,1,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,1,LWwdHJVeE3k9Uw5x8OZ+x1c2ewQ8zSkcffy0WWPV2XU=,JY7J7BuKcnGdZgWoWZ7Sc1WeOq1CxdVI9gUe4zGF3L4=
832473894023,,6330650235,1,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,1,F2E11I+tNHdUcp1fzm4iDa2HHkw6xmR36N+1n/q0nzI=,TLbLYSq0XmVl3WJlZugEhwWxp0f0mAurJ7kti11Wdq4=
832473894035,,6330649970,1,CwGnjPqF6z6mEbr5zJVXafRsbETt6gvdwvOX2l+GpsI=,1,PvnwS9970vdM3SBASACkBXBh5huRf6QidRGLkwk6klo=,UB8/rQDwOSxDFynkLBoETJ/gJQUErILtVtx9fGZG0Q8=
832473894047,,6330650127,1,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,1,LTe2L1UUrzqvb2xMgO+/3bBvU4TqR7wPHad06oByq0Q=,b0vyE6rr54/FhXmpeTwOOpw/bC+f9kOHEg12mqMbEew=
832473894059,,6330650272,1,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,1,rbw5lNpEj84YNCWj60tbQ3luuBNfq6Bh1p61kbX6KyM=,4dKGe6itamhZNUYeCd5tJVtMsV1/H5DlgxTQ2U/AHHM=
832473920091,,6330650775,0,q6GmHd31dQYUW2+ChNFza90nw1Ep18JcwmChaONLMtI=,2,qTRB/TTQp7eMJon9qon61KgIi6KshXsqVNTphRY7JVk=,x3ta+KVVssFLpQXwDtcXxoiI7Sttw0FcqyX7pdqErHI=
832476430659,,6330650775,1,q6GmHd31dQYUW2+ChNFza90nw1Ep18JcwmChaONLMtI=,2,qTRB/TTQp7eMJon9qon61KgIi6KshXsqVNTphRY7JVk=,x3ta+KVVssFLpQXwDtcXxoiI7Sttw0FcqyX7pdqErHI=
832476584110,,6330650856,0,q6GmHd31dQYUW2+ChNFza90nw1Ep18JcwmChaONLMtI=,0,zc9B7gEsluKsVqs2TCpWwdHogOHND8PIw+1Vwwxj1/s=,v8d0C/9KR3qxv7LTmOG+hw5AWRvGtLuBEKLQONGFUJs=
832479039738,,6330650856,1,q6GmHd31dQYUW2+ChNFza90nw1Ep18JcwmChaONLMtI=,0,zc9B7gEsluKsVqs2TCpWwdHogOHND8PIw+1Vwwxj1/s=,v8d0C/9KR3qxv7LTmOG+hw5AWRvGtLuBEKLQONGFUJs=
832479071738,,6330650932,0,q6GmHd31dQYUW2+ChNFza90nw1Ep18JcwmChaONLMtI=,2,WB8jMWLFaS/+pFcnUJwJiurr5WLyYI3HPGOdbRAiuQg=,c3pvIHmuE+WZwsnvX6u+PwD1BKKfI8Wmt7J9vCLnUQ4=
832481876193,,6330650932,1,q6GmHd31dQYUW2+ChNFza90nw1Ep18JcwmChaONLMtI=,2,WB8jMWLFaS/+pFcnUJwJiurr5WLyYI3HPGOdbRAiuQg=,c3pvIHmuE+WZwsnvX6u+PwD1BKKfI8Wmt7J9vCLnUQ4=
832494638514,,6330651516,0,F2+Gv53Pxd4KDRb/UsGECThH/XUOpcWKElUXJkhkt1c=,0,UL7Q5PiMJR25SpsZETqi5pvOTujRL32HbIRwLulmEdk=,2N2Ubknr/Ly7V95poeYFNAXQISDBZ8iSTPs6KaZ1wQw=
